identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;dept;pays;latitude;longitude;wgs84;Coeff_Total
17459A;GONESSE PRINCIPAL;Bureau de poste;PLACE JEAN JAURES;;;95500;GONESSE;95;FRANCE;48.9854;2.43962;48.9854, 2.43962;1,386495452
66108A;EAUBONNE VOLTAIRE BP;Bureau de poste;1 AVENUE DE PARIS;;;95600;EAUBONNE;95;FRANCE;48.9934;2.28236;48.9934, 2.28236;1,373806143
17555A;ERAGNY SUR OISE VILLAGE BP;Bureau de poste;1 PLACE DE LA REPUBLIQUE;;;95610;ERAGNY SUR OISE;95;FRANCE;49.0247;2.09533;49.0247, 2.09533;1,386988102
17469A;MARINES;Bureau de poste;10 PLACE DE VERDUN;;;95640;MARINES;95;FRANCE;49.1454;1.9803;49.1454, 1.9803;1,359406673
17477A;MONTLIGNON BP;Bureau de poste;12 RUE DE PARIS;;;95680;MONTLIGNON;95;FRANCE;49.008965;2.284804;49.008965, 2.284804;1,388115537
17481A;NESLES LA VALLEE BP;Bureau de poste;12 BOULEVARD PASTEUR;;;95690;NESLES LA VALLEE;95;FRANCE;49.1287;2.17001;49.1287, 2.17001;1,36639921
17417A;ARRONVILLE AP;Agence postale commnunale;RUE DES GRANGES;;;95810;ARRONVILLE;95;FRANCE;49.1834;2.11449;49.1834, 2.11449;1,374566391
17443A;CORMEILLES EN VEXIN AP;Agence postale commnunale;7 PLACE DE L EGLISE;;;95830;CORMEILLES EN VEXIN;95;FRANCE;49.1167;2.01998;49.1167, 2.01998;1,362544392
17468A;MAREIL EN FRANCE BP;Bureau de poste;RUE MONTGUICHET;;;95850;MAREIL EN FRANCE;95;FRANCE;49.0704;2.42653;49.0704, 2.42653;1,354843323
17491A;SAINT BRICE SOUS FORET;Bureau de poste;14 RUE PASTEUR;;;95350;ST BRICE SOUS FORET;95;FRANCE;48.9996;2.35899;48.9996, 2.35899;1,395277347
17465A;LOUVRES;Bureau de poste;2 RUE DU 8 MAI 1945;;;95380;LOUVRES;95;FRANCE;49.043037;2.508359;49.043037, 2.508359;1,397895211
17497A;SAINT PRIX BP;Bureau de poste;60 RUE D ERMONT;;;95390;ST PRIX;95;FRANCE;49.0069;2.26116;49.0069, 2.26116;1,396792778
17414A;ARNOUVILLE LES GONESSE;Bureau de poste;89 RUE JEAN JAURES;;;95400;ARNOUVILLE LES GONESSE;95;FRANCE;48.9894;2.41855;48.9894, 2.41855;1,375747981
17512A;VILLIERS LE BEL;Bureau de poste;PLACE BERLIOZ;;;95400;VILLIERS LE BEL;95;FRANCE;49.005;2.39881;49.005, 2.39881;1,356334286
17473A;MERY SUR OISE;Bureau de poste;94 AVENUE MARCEL PERRIN;;;95540;MERY SUR OISE;95;FRANCE;49.0581;2.18937;49.0581, 2.18937;1,370418673
17411A;ANDILLY BP;Bureau de poste;1 PLACE LOUIS JEAN FINOT;;;95580;ANDILLY;95;FRANCE;49.0053;2.29962;49.0053, 2.29962;1,379133596
17450A;ERAGNY SUR OISE;Bureau de poste;9 RUE DU COMMERCE;;;95610;ERAGNY SUR OISE;95;FRANCE;49.0179;2.09829;49.0179, 2.09829;1,385928201
17441A;CHARS BP;Bureau de poste;4 RUE DU GENERAL LECLERC;;;95750;CHARS;95;FRANCE;49.1609;1.93618;49.1609, 1.93618;1,370671805
17461A;GRISY LES PLATRES AP;Agence postale commnunale;12 RUE ROBERT MACHY;;;95810;GRISY LES PLATRES;95;FRANCE;49.1308;2.0504;49.1308, 2.0504;1,380007984
17437A;BRUYERES SUR OISE BP;Bureau de poste;1 RUE DE MORANGLES;;;95820;BRUYERES SUR OISE;95;FRANCE;49.15732;2.324231;49.15732, 2.324231;1,376546901
17415A;BEZONS GRAND CERF BP;Bureau de poste;154 RUE EDOUARD VAILLANT;RESIDENCE ARTHUR RIMBAUD;;95870;BEZONS;95;FRANCE;48.924;2.20796;48.924, 2.20796;1,395777004
17428A;BEZONS COLOMBIER BP;Bureau de poste;5 RUE ROBERT BRANCHARD;;;95870;BEZONS;95;FRANCE;48.9243;2.21932;48.9243, 2.21932;1,379585242
14892A;GUYANCOURT BLERIOT BP;Bureau de poste;PLACE DU MARCHE;CENTRE COMMERCIAL LOUIS BLERIOT;;78280;GUYANCOURT;78;FRANCE;48.7735;2.07405;48.7735, 2.07405;1,359834526
17354A;IVRY SUR SEINE PETIT IVRY;Bureau de poste;71 B AVENUE MAURICE THOREZ;;;94200;IVRY SUR SEINE;94;FRANCE;48.8172;2.37686;48.8172, 2.37686;1,399954223
17355A;IVRY SUR SEINE PORT BP;Bureau de poste;60 BD PAUL VAILLANT COUTURIER;;;94200;IVRY SUR SEINE;94;FRANCE;48.8178;2.39811;48.8178, 2.39811;1,381388381
17367A;IVRY PLATEAU BP;Bureau de poste;168 BOULEVARD DE STALINGRAD;;;94200;IVRY SUR SEINE;94;FRANCE;48.8058;2.37694;48.8058, 2.37694;1,385839266
17300A;CHARENTON LE PONT;Bureau de poste;57 RUE DE PARIS;;;94220;CHARENTON LE PONT;94;FRANCE;48.82;2.41532;48.82, 2.41532;1,352343875
17347A;CHARENTON LIBERTE BP;Bureau de poste;5 B RUE PASTEUR;;;94220;CHARENTON LE PONT;94;FRANCE;48.8235;2.40566;48.8235, 2.40566;1,354940586
17298A;CACHAN PRINCIPAL;Bureau de poste;3 RUE CAMILLE DESMOULINS;;;94230;CACHAN;94;FRANCE;48.7943;2.33501;48.7943, 2.33501;1,383221463
17375A;CACHAN LA PLAINE BP;Bureau de poste;40 AV DU MAL DE LATTRE DE TASSIGNY;;;94230;CACHAN;94;FRANCE;48.7866;2.33228;48.7866, 2.33228;1,381039731
17315A;LE KREMLIN BICETRE;Bureau de poste;12 PLACE JEAN JAURES;;;94270;LE KREMLIN BICETRE;94;FRANCE;48.8127;2.35743;48.8127, 2.35743;1,378016993
78147A;LE KREMLIN BICETRE ZOUNINA AP;Relais poste commerçant;16 TER BLD CHASTENET DE GERY;TABAC PRESSE;;94270;LE KREMLIN BICETRE;94;FRANCE;48.8061;2.35778;48.8061, 2.35778;1,377727325
70463A;VILLIERS LES HAUTES NOUES BP;Bureau de poste;2 B BOULEVARD DE FRIEDBERG;;;94350;VILLIERS SUR MARNE;94;FRANCE;48.8302;2.53953;48.8302, 2.53953;1,39310241
17333A;SUCY EN BRIE;Bureau de poste;14 RUE MAURICE BERTEAUX;;;94370;SUCY EN BRIE;94;FRANCE;48.7717;2.51988;48.7717, 2.51988;1,359594251
17386A;SUCY EN BRIE  AP;Agence postale commnunale;PLACE GARE;;;94370;SUCY EN BRIE;94;FRANCE;48.7712;2.50912;48.7712, 2.50912;1,368973371
17371A;ORLY AEROGARE OUEST BP;Bureau de poste;AEROGARE D ORLY OUEST;BAT 402;;94390;AEROPORT D ORLY;94;FRANCE;48.7393;2.37502;48.7393, 2.37502;1,359426734
17301A;CHENNEVIERES SUR MARNE;Bureau de poste;9 AVENUE DU MARECHAL LECLERC;;;94430;CHENNEVIERES SUR MARNE;94;FRANCE;48.7965;2.53195;48.7965, 2.53195;1,389275048
17336A;VILLECRESNES;Bureau de poste;27 RUE DE CERCAY;;;94440;VILLECRESNES;94;FRANCE;48.7183;2.53074;48.7183, 2.53074;1,365841051
17316A;LIMEIL BREVANNES BP;Bureau de poste;6 BIS AVENUE DE VERDUN;;;94450;LIMEIL BREVANNES;94;FRANCE;48.7514;2.48536;48.7514, 2.48536;1,370654278
17299A;CHAMPIGNY SUR MARNE PRINCIPAL;Bureau de poste;54 RUE JEAN JAURES;;;94500;CHAMPIGNY SUR MARNE;94;FRANCE;48.8147;2.50721;48.8147, 2.50721;1,36044798
17392A;CHAMPIGNY REPUBLIQUE BP;Bureau de poste;95 AVENUE DE LA REPUBLIQUE;;;94500;CHAMPIGNY SUR MARNE;94;FRANCE;48.8236;2.51015;48.8236, 2.51015;1,369244282
17302A;CHEVILLY LARUE;Bureau de poste;RUE DE PROVENCE;ZAC COEUR DE VILLE;;94550;CHEVILLY LARUE;94;FRANCE;48.7721;2.3593;48.7721, 2.3593;1,379494066
17318A;MAISONS ALFORT PRINCIPAL;Bureau de poste;28 AVENUE DU PROFESSEUR CADIOT;;;94700;MAISONS ALFORT;94;FRANCE;48.8038;2.43274;48.8038, 2.43274;1,37783892
17357A;MAISONS ALFORT CHARENTONNEAU;Bureau de poste;86 RUE CHEVREUL;;;94700;MAISONS ALFORT;94;FRANCE;48.809;2.44439;48.809, 2.44439;1,393961906
17541A;ARGENTEUIL COTEAUX;Bureau de poste;22 RUE DE VEDRINES;;;95100;ARGENTEUIL;95;FRANCE;48.959;2.23971;48.959, 2.23971;1,369484995
17552A;ARGENTEUIL CENTRE VILLE;Bureau de poste;27 RUE ANTONIN GEORGES BELIN;;;95100;ARGENTEUIL;95;FRANCE;48.9452;2.24877;48.9452, 2.24877;1,366327898
17547A;ERMONT BP;Bureau de poste;4 RUE DEGAS;CITE DES CHENES;;95120;ERMONT;95;FRANCE;48.9963;2.25562;48.9963, 2.25562;1,380867625
17486A;LE PLESSIS BOUCHARD BP;Bureau de poste;2 RUE CHARLES DE GAULLE;;;95130;LE PLESSIS BOUCHARD;95;FRANCE;48.9967;2.23722;48.9967, 2.23722;1,353434346
17545A;TAVERNY HOTEL DE VILLE BP;Bureau de poste;3 PLACE CHARLES DE GAULLE;;;95150;TAVERNY;95;FRANCE;49.0264;2.22493;49.0264, 2.22493;1,355442119
17537A;MONTMORENCY LES CHAMPEAUX BP;Bureau de poste;24 AV DE LA 1ERE ARMEE FRANCAISE;;;95160;MONTMORENCY;95;FRANCE;49.0007;2.32076;49.0007, 2.32076;1,355316537
17551A;GOUSSAINVILLE LES OLYMPIADES BP;Bureau de poste;CENTRE COMMERCIAL LES OLYMPIADES;;;95190;GOUSSAINVILLE;95;FRANCE;49.0207;2.4564;49.0207, 2.4564;1,385281435
17499A;SARCELLES PRINCIPAL;Bureau de poste;14 RUE CARNOT;;;95200;SARCELLES;95;FRANCE;48.9939;2.37279;48.9939, 2.37279;1,393461542
17514A;SARCELLES CHARDONNERETTES BP;Bureau de poste;14 PLACE DES 3 NOYERS;;;95200;SARCELLES;95;FRANCE;49.005492;2.379727;49.005492, 2.379727;1,357723483
17536A;SARCELLES LOCHERES BP;Bureau de poste;AVENUE FREDERIC JOLIOT CURIE;;;95200;SARCELLES;95;FRANCE;48.9772;2.38374;48.9772, 2.38374;1,35456994
17493A;SAINT GRATIEN;Bureau de poste;44 RUE BERTHIE ALBRECHT;;;95210;ST GRATIEN;95;FRANCE;48.9672;2.28384;48.9672, 2.28384;1,372060114
17550A;SAINT GRATIEN LES RAGUENETS BP;Bureau de poste;2 ALLEE DES RAGUENETS;SQUARE GEORGETTE AGUTTE;;95210;ST GRATIEN;95;FRANCE;48.9618;2.282;48.9618, 2.282;1,37238999
17463A;HERBLAY;Bureau de poste;2 BOULEVARD DU 11 NOVEMBRE;;;95220;HERBLAY;95;FRANCE;48.9897;2.16477;48.9897, 2.16477;1,352806403
17422A;BEAUCHAMP;Bureau de poste;130 CHAUSSEE JULES CESAR;;;95250;BEAUCHAMP;95;FRANCE;49.0094;2.19765;49.0094, 2.19765;1,360302202
17449A;ENNERY APC;Agence postale commnunale;PLACE ANASTASIA RENDU;;;95300;ENNERY;95;FRANCE;49.0762;2.10569;49.0762, 2.10569;1,355611417
17408A;PUISEUX EN FRANCE AP;Agence postale commnunale;PLACE JEAN MOULIN;MAIRIE DE PUISEUX EN FRANCE;;95380;PUISEUX EN FRANCE;95;FRANCE;49.0569;2.50115;49.0569, 2.50115;1,398744546
17462A;GROSLAY BP;Bureau de poste;3 RUE EMILE AIMOND;;;95410;GROSLAY;95;FRANCE;48.986;2.34988;48.986, 2.34988;1,386238193
17420A;AUVERS SUR OISE;Bureau de poste;4 PLACE DE LA MAIRIE;;;95430;AUVERS SUR OISE;95;FRANCE;49.0701;2.17204;49.0701, 2.17204;1,370128503
17421A;AVERNES BP;Bureau de poste;56 GRANDE RUE;;;95450;AVERNES;95;FRANCE;49.0871;1.87299;49.0871, 1.87299;1,386339485
17539A;GONESSE FAUCONNIERE BP;Bureau de poste;8 PLACE MARC SANGNIER;CC LA FAUCONNIERE LOTS C22 C23 ET C24;;95500;GONESSE;95;FRANCE;49.0017;2.42272;49.0017, 2.42272;1,391716965
17482A;OSNY;Bureau de poste;PLACE DES IMPRESSIONNISTES;;;95520;OSNY;95;FRANCE;49.0607;2.06125;49.0607, 2.06125;1,364725001
17457A;LA FRETTE SUR SEINE BP;Bureau de poste;1 RUE MARCELLIN BERTHELOT;;;95530;LA FRETTE SUR SEINE;95;FRANCE;48.9792;2.1815;48.9792, 2.1815;1,351744579
17480A;MONTSOULT BP;Bureau de poste;63 AVENUE FERNAND FOURCADE;;;95560;MONTSOULT;95;FRANCE;49.07;2.31501;49.07, 2.31501;1,377119874
17432A;BOUFFEMONT BP;Bureau de poste;13 RUE FERDINAND DE LESSEPS;;;95570;BOUFFEMONT;95;FRANCE;49.0451;2.31961;49.0451, 2.31961;1,390044821
18089B;COCCI MARKET AP;Relais poste commerçant;93 AVENUE DU GENERAL LECLERC;;;95600;EAUBONNE;95;FRANCE;48.98325;2.272147;48.98325, 2.272147;1,358617897
17483A;PARMAIN BP;Bureau de poste;7 PLACE GEORGES CLEMENCEAU;;;95620;PARMAIN;95;FRANCE;49.1145;2.2091;49.1145, 2.2091;1,387813818
17440A;CHAMPAGNE SUR OISE BP;Bureau de poste;46 RUE JULES PICARD;;;95660;CHAMPAGNE SUR OISE;95;FRANCE;49.1344;2.23366;49.1344, 2.23366;1,37218919
17470A;MARLY LA VILLE BP;Bureau de poste;RUE GABRIEL PERI;;;95670;MARLY LA VILLE;95;FRANCE;49.078529;2.499368;49.078529, 2.499368;1,356955615
17490A;ROISSY EN FRANCE VILLAGE;Bureau de poste;8 PLACE DU PAYS DE FRANCE;ENTREE 9 VILLE;;95700;ROISSY EN FRANCE;95;FRANCE;49.0044;2.51546;49.0044, 2.51546;1,384095548
17435A;BRAY ET LU AP;Agence postale commnunale;RUE DES ECOLES;;;95710;BRAY ET LU;95;FRANCE;49.1398;1.6586;49.1398, 1.6586;1,393593485
17525A;CERGY LES HAUTS DE CERGY BP;Bureau de poste;34 BOULEVARD DE L EVASION;;;95800;CERGY;95;FRANCE;49.0495;2.01097;49.0495, 2.01097;1,384925982
17511A;VILLIERS ADAM AP;Agence postale commnunale;9 RUE BENJAMIN GODARD;;;95840;VILLIERS ADAM;95;FRANCE;49.064282;2.233121;49.064282, 2.233121;1,358094686
17426A;BEZONS;Bureau de poste;45 RUE DES FRERES BONNEFF;;;95870;BEZONS;95;FRANCE;48.929;2.21171;48.929, 2.21171;1,36010919
17448A;ENGHIEN LES BAINS;Bureau de poste;1 RUE DE MORA;;;95880;ENGHIEN LES BAINS;95;FRANCE;48.9696;2.30821;48.9696, 2.30821;1,377857834
